Code	Name	Category	TaxAccount	EU	TriangularDeal	AcquisitionReverse	NonDeduct	AcquisitionTax	GoodsShipment	NonDeductAcc	DeferredTaxAcc	Correction	VatCorrection	ServiceSupply	EqualizationTaxAccount
Code	Name	Category	Account	IsEC	Indicator	AcqstnRvrs	NonDedct	AcqsTax	GoddsShip	NonDedAcc	DeferrAcc	Correction	VatCrctn	ServSupply	EquAccount
