ParentKey	LineNum	Address	CNAECode	TaxId0	TaxId1	TaxId2	TaxId3	TaxId4	TaxId5	TaxId6	TaxId7	TaxId8	TaxId9	TaxId10	TaxId11
CardCode	LineNum	Address	CNAEId	taxId0	taxId1	taxId2	taxId3	taxId4	taxId5	taxId6	taxId7	taxId8	taxId9	taxId10	taxId11
