ParentKey	LineNum	DocumentEntry	LineNumber	ItemCode	ItemDescription	WarehouseCode	BinEntry	InWarehouseQuantity	BarCode	Variance	VariancePercentage	CountedQuantity	Price	Currency	Total	VisualOrder	CountDate	CountTime	BaseEntry	BaseLine	BaseType	BaseReference	Remarks	InventoryOffsetIncreaseAccount	InventoryOffsetDecreaseAccount	ProjectCode	Manufacturer	SupplierCatalogNo	PreferredVendor	CostingCode	CostingCode2	CostingCode3	CostingCode4	CostingCode5	UoMCode	UoMCountedQuantity	ItemsPerUnit	AllowBinNegativeQuantity	ActualPrice	PostedValueLC	PostedValueSC
DocumentEntry	LineNum	DocumentEntry	LineNumber	ItemCode	ItemDescription	WarehouseCode	BinEntry	InWarehouseQuantity	BarCode	Variance	VariancePercentage	CountedQuantity	Price	Currency	Total	VisualOrder	CountDate	CountTime	BaseEntry	BaseLine	BaseType	BaseReference	Remarks	InventoryOffsetIncreaseAccount	InventoryOffsetDecreaseAccount	ProjectCode	Manufacturer	SupplierCatalogNo	PreferredVendor	CostingCode	CostingCode2	CostingCode3	CostingCode4	CostingCode5	UoMCode	UoMCountedQuantity	ItemsPerUnit	AllowBinNegativeQuantity	ActualPrice	PostedValueLC	PostedValueSC
