ParentKey	LineNum	Technician	HandledBy	StartDate	StartTime	EndDate	EndTime	Duration	ActualDuration	DurationType	Reminder	ReminderPeriod	ReminderType	DisplayInCalendar	IsUnscheduled	Location	AddressName	AddressText	Street	City	Room	State	Country	Address2	Address3	AddressType	StreetNo	ZipCode	Block	County	TaxOffice	GlobalLocNum	IsClosed	Remark	AddressTypeBS
ServiceCallID	LineNum	Technician	HandledBy	StartDate	StartTime	EndDate	EndTime	Duration	ActualDur	DurType	Reminder	RemQty	RemType	DisplInCal	Unsched	Location	AddressId	Address	Street	City	Room	State	Country	Address2	Address3	AddrType	StreetNo	ZipCode	Block	County	TaxOffice	GlblLocNum	Close	Remark	AddrTypeBS
