ParentKey	LineNum	DocEntry	LineNumber	DepreciationArea	JournalRemarks	TransactionNumber	CancellationJournalRemarks	CancellationTransactionNumber
DocEntry	LineNum	DocEntry	LineNumber	DepreciationArea	JournalRemarks	TransactionNumber	CancellationJournalRemarks	CancellationTransactionNumber
