Code	Description	PostingOfDepreciation	RetirementMethod	AreaType	DerivedArea	MainBookingArea	DirectRevenuePosting
Code	Description	PostingOfDepreciation	RetirementMethod	AreaType	DerivedArea	MainBookingArea	DirectRevenuePosting
