OrderNum	Status	OrderDate	WorkStartDate	ExpectedCompletionDate	WorkFinishDate	ReceiverName	OrdererCode	OrdererName	CustomerRefNo	GenerationTime	Comment	ContactPerson	Series	ActiveAccountCode	WorkSum	JournalRemarks	PriceListNum
OrderNum	Status	OrderDate	ProdctDate	ExpFinishD	FinishDate	FinishUser	CardCode	CustomName	NumInCustm	DocTime	Memo	CntctCode	Series	ActWorkCod	ActWorkSum	JrnlMemo	PriceList
