ParentKey	LineNum	DocumentEntry	BatchNumber	ManufacturerSerialNumber	InternalSerialNumber	ExpiryDate	ManufactureDate	AddmisionDate	Location	Notes	Quantity	BaseLineNumber	TrackingNote	TrackingNoteLine
DocumentEntry	LineNum	DocumentEntry	BatchNumber	ManufacturerSerialNumber	InternalSerialNumber	ExpiryDate	ManufactureDate	AddmisionDate	Location	Notes	Quantity	BaseLineNumber	TrackingNote	TrackingNoteLine
