DocEntry	ItemCode	ItemDescription	Status	Batch	BatchAttribute1	BatchAttribute2	AdmissionDate	ManufacturingDate	ExpirationDate	Details	SystemNumber	U_SRN_UDF1	U_SRN_UDF2	U_SDN_UDF_DATE
DocEntry	ItemCode	ItemDescription	Status	Batch	BatchAttribute1	BatchAttribute2	AdmissionDate	ManufacturingDate	ExpirationDate	Details	SystemNumber	U_SRN_UDF1	U_SRN_UDF2	U_SDN_UDF_DATE
