DueDateCode	DueDateName	DueDatesType	PaymentAfterDays	PaymentAfterMonths	FromDay1	ToDay1	PaymentDay1	NoOfMonths1	FromDay2	ToDay2	PaymentDay2	NoOfMonths2	FromDay3	ToDay3	PaymentDay3	NoOfMonths3	FromDay4	ToDay4	PaymentDay4	NoOfMonths4
Code	Name	TERM_TYPE	After_Days	After_Mnth	Day_From1	Day_To1	Pay_Day1	Pay_Month1	Day_From2	Day_To2	Pay_Day2	Pay_Month2	Day_From3	Day_To3	Pay_Day3	Pay_Month3	Day_From4	Day_To4	Pay_Day4	Pay_Month4
