ParentKey	LineNum	AgreementNo	AgreementRowNumber	AgreementEffectiveRowNumber	Frequency	From	To	ReleaseInformation	Quantity	Warehouse	FreeText	ConsumeSalesForecast	PlannedAmountLC	PlannedAmountFC
AgreementNo	LineNum	AgreementNo	AgreementRowNumber	AgreementEffectiveRowNumber	Frequency	From	To	ReleaseInformation	Quantity	Warehouse	FreeText	ConsumeSalesForecast	PlannedAmountLC	PlannedAmountFC
