BPLID	BPLName	BPLNameForeign	VATRegNum	RepName	Industry	Business	Address	Addressforeign	MainBPL	TaxOfficeNo	Disabled	DefaultCustomerID	DefaultVendorID	DefaultWarehouseID	DefaultTaxCode	TaxOffice	FederalTaxID	FederalTaxID2	FederalTaxID3	AdditionalIdNumber	NatureOfCompanyCode	EconomicActivityTypeCode	CreditContributionOriginCode	IPIPeriodCode	CooperativeAssociationTypeCode	ProfitTaxationCode	CompanyQualificationCode	DeclarerTypeCode	PreferredStateCode	AddressType	Street	StreetNo	Building	ZipCode	Block	City	State	County	Country	AliasName	CommercialRegister	DateOfIncorporation	SPEDProfile	EnvironmentType	Opting4ICMS	PaymentClearingAccount	GlobalLocationNumber	DefaultResourceWarehouseID
BPLID	BPLName	BPLFrName	VATRegNum	RepName	Industry	Business	Address	AddressFr	MainBPL	TxOffcNo	Disabled	DflCust	DflVendor	DflWhs	DflTaxCode	RevOffice	TaxIdNum	TaxIdNum2	TaxIdNum3	AddtnlId	CompNature	EconActT	CredCOrig	IPIPeriod	CoopAssocT	ProfTax	CompQualif	DeclType	PrefState	AddrType	Street	StreetNo	Building	ZipCode	Block	City	State	County	Country	AliasName	CommerReg	DateOfInc	SPEDProf	EnvTypeNFe	Opt4ICMS	PmtClrAct	GlblLocNum	DfltResWhs
