DocumentEntry	DocumentNumber	Series	PostingDate	CountDate	CountTime	Remarks	Reference2	BranchID	PriceSource	PriceList	JournalRemark	DocObjectCodeEx	FinancialPeriod	PeriodIndicator
DocumentEntry	DocumentNumber	Series	PostingDate	CountDate	CountTime	Remarks	Reference2	BranchID	PriceSource	PriceList	JournalRemark	DocObjectCodeEx	FinancialPeriod	PeriodIndicator
