ParentKey	LineNum	DocumentEntry	LineNumber	ChildNumber	UoMCountedQuantity	ItemsPerUnit	CountedQuantity	UoMCode	BarCode
DocumentEntry	LineNum	DocumentEntry	LineNumber	ChildNumber	UoMCountedQuantity	ItemsPerUnit	CountedQuantity	UoMCode	BarCode
