DocNum	DocType	HandWritten	Printed	DocDate	DocDueDate	CardCode	CardName	Address	NumAtCard	DocCurrency	DocRate	DocTotal	Reference1	Reference2	Comments	JournalMemo	PaymentGroupCode	DocTime	SalesPersonCode	TransportationCode	Confirmed	ImportFileNum	SummeryType	ContactPersonCode	ShowSCN	Series	TaxDate	PartialSupply	DocObjectCode	ShipToCode	Indicator	FederalTaxID	DiscountPercent	PaymentReference	DocTotalFc	Form1099	Box1099	RevisionPo	RequriedDate	CancelDate	BlockDunning	Pick	PaymentMethod	PaymentBlock	PaymentBlockEntry	CentralBankIndicator	MaximumCashDiscount	Project	ExemptionValidityDateFrom	ExemptionValidityDateTo	WareHouseUpdateType	Rounding	ExternalCorrectedDocNum	InternalCorrectedDocNum	DeferredTax	TaxExemptionLetterNum	AgentCode	NumberOfInstallments	ApplyTaxOnFirstInstallment	VatDate	DocumentsOwner	FolioPrefixString	FolioNumber	DocumentSubType	BPChannelCode	BPChannelContact	Address2	PayToCode	ManualNumber	UseShpdGoodsAct	IsPayToBank	PayToBankCountry	PayToBankCode	PayToBankAccountNo	PayToBankBranch	BPL_IDAssignedToInvoice	DownPayment	ReserveInvoice	LanguageCode	TrackingNumber	PickRemark	ClosingDate	SequenceCode	SequenceSerial	SeriesString	SubSeriesString	SequenceModel	UseCorrectionVATGroup	DownPaymentAmount	DownPaymentPercentage	DownPaymentType	DownPaymentAmountSC	DownPaymentAmountFC	VatPercent	ServiceGrossProfitPercent	OpeningRemarks	ClosingRemarks	RoundingDiffAmount	ControlAccount	InsuranceOperation347	ArchiveNonremovableSalesQuotation	GroupSeries	GroupNumber	GroupHandWritten	ReopenOriginalDocument	ReopenManuallyClosedOrCanceledDocument
DocNum	DocType	Handwrtten	Printed	DocDate	DocDueDate	CardCode	CardName	Address	NumAtCard	DocCur	DocRate	DocTotal	Ref1	Ref2	Comments	JrnlMemo	GroupNum	DocTime	SlpCode	TrnspCode	Confirmed	ImportEnt	SummryType	CntctCode	ShowSCN	Series	TaxDate	PartSupply	ObjType	ShipToCode	Indicator	LicTradNum	DiscPrcnt	PaymentRef	DocTotalFC	Form1099	Box1099	RevisionPo	ReqDate	CancelDate	BlockDunn	Pick	PeyMethod	PayBlock	PayBlckRef	CntrlBnk	MaxDscn	Project	FromDate	ToDate	UpdInvnt	Rounding	CorrExt	CorrInv	DeferrTax	LetterNum	AgentCode	Installmnt	VATFirst	VatDate	OwnerCode	FolioPref	FolioNum	DocSubType	BPChCode	BPChCntc	Address2	PayToCode	ManualNum	UseShpdGd	IsPaytoBnk	BnkCntry	BankCode	BnkAccount	BnkBranch	BPLId	DpmPrcnt	isIns	LangCode	TrackNo	PickRmrk	ClsDate	SeqCode	Serial	SeriesStr	SubStr	Model	UseCorrVat	DpmAmnt	DpmPrcnt	Posted	DpmAmntSC	DpmAmntFC	VatPercent	SrvGpPrcnt	Header	Footer	RoundDif	CtlAccount	InsurOp347	IgnRelDoc	PQTGrpSer	PQTGrpNum	PQTGrpHW	ReopOriDoc	ReopManCls
