ParentKey	LineNum	AddressName	Street	Block	ZipCode	City	County	Country	State	FederalTaxID	TaxCode	BuildingFloorRoom	AddressType	AddressName2	AddressName3	TypeOfAddress	StreetNo
CardCode	LineNum	Address	Street	Block	ZipCode	City	County	Country	State	LicTradNum	TaxCode	Building	AdresType	Address2	Address3	AddrType	StreetNo
