AbsoluteEntry	Period	BeginningofFinancialYear	FinancialYear	PeriodName	SubPeriodType	NumberOfPeriods	FromPostingDate	ToPostingDate	FromDueDate	ToDueDate	FromDocumentDate	ToDocumentDate	ItemCode	ItemGroup	Warehouse	BPGroup	FederalTaxID	ShipToCountry	ShipToState	Description	Code	GetGLAccountBy	FromDate	ToDate	ExpensesAccount	RevenuesAccount	ExemptIncomeAcc	InventoryAccount	CostAccount	TransferAccount	VarienceAccount	PriceDifferenceAcc	NegativeInventoryAdjustmentAccount	DecreasingAccount	IncreasingAccount	ReturningAccount	EURevenuesAccount	EUExpensesAccount	ForeignRevenueAcc	ForeignExpensAcc	PurchaseAcct	PAReturnAcct	PurchaseOffsetAcct	ExchangeRateDifferencesAcct	GoodsClearingAcct	GLDecreaseAcct	GLIncreaseAcct	WipAccount	WipVarianceAccount	WipOffsetProfitAndLossAccount	InventoryOffsetProfitAndLossAccount	StockInflationAdjustAccount	StockInflationOffsetAccount	CostInflationAccount	CostInflationOffsetAccount	ExpenseClearingAct	ExpenseOffsettingAccount	StockInTransitAccount	ShippedGoodsAccount	VATInRevenueAccount	SalesCreditAcc	PurchaseCreditAcc	ExemptedCredits	SalesCreditForeignAcc	ForeignPurchaseCreditAcc	SalesCreditEUAcc	EUPurchaseCreditAcc	PurchaseBalanceAccount	WHIncomingCenvatAccount	WHOutgoingCenvatAccount	IsActive	BusinessPartnerType	VATGroup	BPCode	Usage
AbsoluteEntry	Period	BeginningofFinancialYear	FinancialYear	PeriodName	SubPeriodType	NumberOfPeriods	FromPostingDate	ToPostingDate	FromDueDate	ToDueDate	FromDocumentDate	ToDocumentDate	ItemCode	ItemGroup	Warehouse	BPGroup	FederalTaxID	ShipToCountry	ShipToState	Description	Code	GetGLAccountBy	FromDate	ToDate	ExpensesAccount	RevenuesAccount	ExemptIncomeAcc	InventoryAccount	CostAccount	TransferAccount	VarienceAccount	PriceDifferenceAcc	NegativeInventoryAdjustmentAccount	DecreasingAccount	IncreasingAccount	ReturningAccount	EURevenuesAccount	EUExpensesAccount	ForeignRevenueAcc	ForeignExpensAcc	PurchaseAcct	PAReturnAcct	PurchaseOffsetAcct	ExchangeRateDifferencesAcct	GoodsClearingAcct	GLDecreaseAcct	GLIncreaseAcct	WipAccount	WipVarianceAccount	WipOffsetProfitAndLossAccount	InventoryOffsetProfitAndLossAccount	StockInflationAdjustAccount	StockInflationOffsetAccount	CostInflationAccount	CostInflationOffsetAccount	ExpenseClearingAct	ExpenseOffsettingAccount	StockInTransitAccount	ShippedGoodsAccount	VATInRevenueAccount	SalesCreditAcc	PurchaseCreditAcc	ExemptedCredits	SalesCreditForeignAcc	ForeignPurchaseCreditAcc	SalesCreditEUAcc	EUPurchaseCreditAcc	PurchaseBalanceAccount	WHIncomingCenvatAccount	WHOutgoingCenvatAccount	IsActive	BusinessPartnerType	VATGroup	BPCode	Usage
