ParentKey	LineNum	BPKeyPart1	BPKeyPart2	WTaxCode	EffectiveDateFrom	EffectiveDateTo	Rate	DetailType	U_B1SYS_HighRisk	U_B1SYS_Reason	U_B1SYS_ExemptID
AbsEntry	LineNum	BPKeyPart1	BPKeyPart2	WTaxCode	EffectiveDateFrom	EffectiveDateTo	Rate	DetailType	U_B1SYS_HighRisk	U_B1SYS_Reason	U_B1SYS_ExemptID
