RowNumber	LetterFormat	Effectiveafter	Feeperletter	FeeCurrency	MinimumBalance	MinimumBalanceCurrency	CalcInterest
LineNum	LetrFormat	EffctAftr	LetterFee	FeeCurr	MinBalance	MinBlnCurr	CalcIntert
