DocEntry	ItemCode	ItemDescription	MfrSerialNo	SerialNumber	LotNumber	SystemNumber	AdmissionDate	ManufacturingDate	ExpirationDate	MfrWarrantyStart	MFrWarrantyEnd	Location	Details
DocEntry	ItemCode	ItemDescription	MfrSerialNo	SerialNumber	LotNumber	SystemNumber	AdmissionDate	ManufacturingDate	ExpirationDate	MfrWarrantyStart	MFrWarrantyEnd	Location	Details
