Code	Name	TableName	LogTableName	ObjectType	ManageSeries	CanDelete	CanClose	CanCancel	ExtensionName	CanFind	CanYearTransfer	CanCreateDefaultForm	CanLog	OverwriteDllfile	UseUniqueFormType	CanArchive
Code	Name	TableName	LogTable	TYPE	MngSeries	CanDelete	CanClose	CanCancel	ExtName	CanFind	CanYrTrnsf	CanDefForm	CanLog	OvrWrtDll	UIDFormat	CanArchive
