ParentKey	LineNum	DocumentEntry	LineNumber	ChildNumber	UoMCountedQuantity	ItemsPerUnit	CountedQuantity	UoMCode	BarCode	CounterType	CounterID	MultipleCounterRole
DocumentEntry	LineNum	DocumentEntry	LineNumber	ChildNumber	UoMCountedQuantity	ItemsPerUnit	CountedQuantity	UoMCode	BarCode	CounterType	CounterID	MultipleCounterRole
