ParentKey	LineNum	BatchNumber	ManufacturerSerialNumber	InternalSerialNumber	ExpiryDate	ManufactureDate	AddmisionDate	Location	Notes	Quantity	BaseLineNumber	DocumentEntry	CounterType	CounterID	MultipleCounterRole
DocumentEntry	LineNum	BatchNumber	ManufacturerSerialNumber	InternalSerialNumber	ExpiryDate	ManufactureDate	AddmisionDate	Location	Notes	Quantity	BaseLineNumber	DocumentEntry	CounterType	CounterID	MultipleCounterRole
