AbsEntry	BPCode	HierarchyCode	HierarchyName	ValidFrom	ValidUntil	DeductionPercent	MaximumTotal
ABS_ENTRY	CardCode	TrcCode	TrcName	DateFrom	DateTo	DdctPrcnt	MaxSum
