ParentKey	LineNum	ShipToStreet	ShipToStreetNo	ShipToBlock	ShipToBuilding	ShipToCity	ShipToZipCode	ShipToCounty	ShipToState	ShipToCountry	ShipToAddressType	BillToStreet	BillToStreetNo	BillToBlock	BillToBuilding	BillToCity	BillToZipCode	BillToCounty	BillToState	BillToCountry	BillToAddressType
DocNum	LineNum	StreetS	StreetNoS	BlockS	BuildingS	CityS	ZipCodeS	CountyS	StateS	CountryS	AddrTypeS	StreetB	StreetNoB	BlockB	BuildingB	CityB	ZipCodeB	CountyB	StateB	CountryB	AddrTypeB
