DocEntry	Series	Printed	DocDate	CardCode	CardName	Address	Reference1	Reference2	Comments	JournalMemo	PriceList	SalesPersonCode	FromWarehouse	TaxDate	ContactPerson	FolioPrefixString	FolioNumber	DocObjectCode
DocEntry	Series	Printed	DocDate	CardCode	CardName	Address	Ref1	Ref2	Comments	JrnlMemo	GroupNum	SlpCode	Filler	TaxDate	CntctCode	FolioPref	FolioNum	ObjType
