ParentKey	LineNum	WTCode	WTAmountSys	WTAmountFC	WTAmount	TaxableAmountinSys	TaxableAmountFC	TaxableAmount	AppliedWTAmountSys	AppliedWTAmountFC	AppliedWTAmount	BaseDocEntry	BaseDocLine	BaseDocType
JdtNum	LineNum	WTCode	WTAmntSC	WTAmntFC	WTAmnt	TxblAmntSC	TxblAmntFC	TaxbleAmnt	ApplAmntSC	ApplAmntFC	ApplAmnt	Account	BaseAbsEnt	BaseLine
