Code	Name	Warehouse	SalesEmployee	BPforInvoicePayment	CashAccount	CheckingAcct	PrintReceipt	PrintInvoiceandPaymentinS	WindowsColor	Address	Country	PrintingHeader	PhoneNumber1	PhoneNumber2	FaxNumber	eMail	AddressinForeignLanguage	PrintingHeaderInForeignLangu	PhoneNumber1ForeignLang	PhoneNumber2ForeignLang	FaxNumberForeignLang	DefaultTaxCode	AdditionalIdNumber	UseTax	UseWarehouseAddressinAPD
Code	Name	Warehouse	SalePerson	ICTCard	CashAcct	CheckAcct	PrintRcpt	ShortRcpt	Color	Address	Country	PrintHeadr	Phone1	Phone2	Fax	E_Mail	FrgnAddr	FrnPrntHdr	FrgnPhone1	FrgnPhone2	FrgnFax	DflTaxCode	FreeZoneNo	UseTax	AdrsFromWh
