ParentKey	LineNum	DepositNorm	PostingType	BankCountry	BankAccount	BankDepositAccount	BankBranch
BOETransactionkey	LineNum	DepostNorm	PostType	BankCountr	DpsBank	DeposAcct	DeposBrnch
