WTCode	WTName	Category	BaseType	BaseAmount	OfficialCode	Account	WithholdingType	RoundingType	Section	Threshold	Surcharge	Concessional	Assessee	APTDSAccount	APSurchargeAccount	APCessAccount	APHSCAccount	ARTDSAccount	ARSurchargeAccount	ARCessAccount	ARHSCAccount	Location	ReturnType
WTCode	WTName	Category	BaseType	PrctBsAmnt	OffclCode	Account	Type	RoundType	Section	Threshold	Surcharge	Concess	Assessee	ApTdsAcc	ApSurAcc	ApCessAcc	ApHscAcc	ArTdsAcc	ArSurAcc	ArCessAcc	ArHscAcc	Location	ReturnType
