ParentKey	LineID	StageID	StageType	StartDate	CloseDate	Task	Description	ExpectedCosts	InvoicedAmountSales	OpenAmountSales	InvoicedAmountPurchase	OpenAmountPurchase	PercentualCompletness	IsFinished	StageOwner	DependsOnStage1	DependsOnStage2	DependsOnStage3	DependsOnStage4	StageDependency1Type	StageDependency2Type	StageDependency3Type	StageDependency4Type	DependsOnStageID1	DependsOnStageID2	DependsOnStageID3	DependsOnStageID4	AttachmentEntry	UniqueID	FinishedDate
AbsEntry	LineID	StageID	StageType	StartDate	CloseDate	Task	Description	ExpectedCosts	InvoicedAmountSales	OpenAmountSales	InvoicedAmountPurchase	OpenAmountPurchase	PercentualCompletness	IsFinished	StageOwner	DependsOnStage1	DependsOnStage2	DependsOnStage3	DependsOnStage4	StageDependency1Type	StageDependency2Type	StageDependency3Type	StageDependency4Type	DependsOnStageID1	DependsOnStageID2	DependsOnStageID3	DependsOnStageID4	AttachmentEntry	UniqueID	FinishedDate
