DocEntry	DocType	DocDate	CardCode	DocDueDate	Series	ContactPersonCode	TaxDate	Comments	ShipToCode	Address	Address2	CurrencySource	DocCurrency	CustomerOrVendorRefNo	CustomerOrVendorName	PaymentRefNo	PaymentRefDate
DocEntry	DocType	DocDate	CardCode	DocDueDate	Series	CntctCode	VatDate	Comments	ShipToCode	Address	Address2	CurSource	DocCur	NumAtCard	CardName	PayRefNo	PayRefDate
