ParentKey	LineNum	Code	LineNumber	DepreciationAreaID	ActiveStatus	AccountDetermination	DepreciationTypeID	UseLife
Code	LineNum	Code	LineNumber	DepreciationAreaID	ActiveStatus	AccountDetermination	DepreciationTypeID	UseLife
