ParentKey	LineNum	ItemNo	BaseQuantity	PlannedQuantity	ProductionOrderIssueType	Warehouse	DistributionRule	LocationCode	Project	DistributionRule2	DistributionRule3	DistributionRule4	DistributionRule5	WipAccount	ItemType	LineText	AdditionalQuantity	ResourceAllocation	StartDate	EndDate	StageId
AbsoluteEntry	LineNum	ItemCode	BaseQty	PlannedQty	IssueType	wareHouse	OcrCode	LocCode	Project	OcrCode2	OcrCode3	OcrCode4	OcrCode5	WipActCode	ItemType	LineText	AdditQty	ResAlloc	StartDate	EndDate	StageId
