ParentKey	ParentKey2	LineNum	Quantity	SPDARowNumber	SpecialPrice	RowNumber	PriceCurrency	Discountin	UoMEntry
ItemCode	CardCode	LineNum	Amount	SPP1LNum	Price	SPP2LNum	Currency	Discount	UomEntry
