AgreementNo	BPCode	BPName	ContactPersonCode	StartDate	EndDate	TerminateDate	Description	AgreementType	Status	Owner	IgnorePricesInAgreement	Renewal	RemindUnit	RemindTime	Remarks	AttachmentEntry	SettlementProbability	AgreementMethod	PaymentTerms	PriceList	SigningDate	AmendmentTo	Series	DocNum	HandWritten
AgreementNo	BPCode	BPName	ContactPersonCode	StartDate	EndDate	TerminateDate	Description	AgreementType	Status	Owner	IgnorePricesInAgreement	Renewal	RemindUnit	RemindTime	Remarks	AttachmentEntry	SettlementProbability	AgreementMethod	PaymentTerms	PriceList	SigningDate	AmendmentTo	Series	DocNum	HandWritten
