ActivityCode	CardCode	Notes	ActivityDate	ActivityTime	StartDate	Closed	CloseDate	Phone	Fax	Subject	DocType	DocNum	DocEntry	Priority	Details	Activity	ActivityType	Location	StartTime	EndTime	Duration	DurationType	SalesEmployee	ContactPersonCode	HandledBy	Reminder	ReminderPeriod	ReminderType	City	PersonalFlag	Street	ParentObjectId	ParentObjectType	Room	InactiveFlag	State	PreviousActivity	Country	Status	TentativeFlag	EndDueDate	DocTypeEx	AttachmentEntry	RecurrencePattern	EndType	SeriesStartDate	SeriesEndDate	MaxOccurrence	Interval	Sunday	Monday	Tuesday	Wednesday	Thursday	Friday	Saturday	RepeatOption	BelongedSeriesNum	IsRemoved	AddressName	AddressType	HandledByEmployee	RecurrenceSequenceSpecifier	RecurrenceDayInMonth	RecurrenceMonth	RecurrenceDayOfWeek	SalesOpportunityId	SalesOpportunityLine
ActivityCode	CardCode	Notes	ActivityDate	ActivityTime	StartDate	Closed	CloseDate	Phone	Fax	Subject	DocType	DocNum	DocEntry	Priority	Details	Activity	ActivityType	Location	StartTime	EndTime	Duration	DurationType	SalesEmployee	ContactPersonCode	HandledBy	Reminder	ReminderPeriod	ReminderType	City	PersonalFlag	Street	ParentObjectId	ParentObjectType	Room	InactiveFlag	State	PreviousActivity	Country	Status	TentativeFlag	EndDueDate	DocTypeEx	AttachmentEntry	RecurrencePattern	EndType	SeriesStartDate	SeriesEndDate	MaxOccurrence	Interval	Sunday	Monday	Tuesday	Wednesday	Thursday	Friday	Saturday	RepeatOption	BelongedSeriesNum	IsRemoved	AddressName	AddressType	HandledByEmployee	RecurrenceSequenceSpecifier	RecurrenceDayInMonth	RecurrenceMonth	RecurrenceDayOfWeek	SalesOpportunityId	SalesOpportunityLine
