CampaignNumber	CampaignName	CampaignType	TargetGroup	Owner	Status	StartDate	FinishDate	Remarks	GeneratedByWizard	AttachementsEntry
CampaignNumber	CampaignName	CampaignType	TargetGroup	Owner	Status	StartDate	FinishDate	Remarks	GeneratedByWizard	AttachementsEntry
