DocEntry	DocDate	Reference2	Comments	JournalMemo	Series	TaxDate	RevalType	RevaluationIncomeAccount	RevaluationExpenseAccount
DocEntry	DocDate	Ref2	Comments	JrnlMemo	Series	TaxDate	RevalType	RIncmAcct	RExpnAcct
