DocumentEntry	DocumentNumber	Series	CountDate	CountTime	SingleCounterType	SingleCounterID	DocumentStatus	Remarks	Reference2	BranchID	DocObjectCodeEx	FinancialPeriod	PeriodIndicator	CountingType
DocumentEntry	DocumentNumber	Series	CountDate	CountTime	SingleCounterType	SingleCounterID	DocumentStatus	Remarks	Reference2	BranchID	DocObjectCodeEx	FinancialPeriod	PeriodIndicator	CountingType
