ParentKey	LineNum	DocumentEntry	CounterID	CounterType	CounterName	CounterNumber	CounterVisualOrder
DocumentEntry	LineNum	DocumentEntry	CounterID	CounterType	CounterName	CounterNumber	CounterVisualOrder
