AbsEntry	ConfType	Code	Descr	PrcstVal	SuppUnit	Export	Import	StatCode	DateFrom	DateTo	Country	ConfID
AbsEntry	ConfType	Code	Descr	PrcstVal	SuppUnit	Export	Import	StatCode	DateFrom	DateTo	Country	ConfID
