FieldID	TableName	Name	Type	Size	Description	SubType	LinkedTable	DefaultValue	EditSize	Mandatory
FieldID	TableID	AliasID	TypeID	SizeID	Descr	EditType	RTable	Dflt	EditSize	NotNull
