AbsEntry	Owner	SubprojectName	StartDate	FinishedPercent	ParentID	ProjectID	Order	SubprojectType	SubprojectContribution	SubprojectStatus	SubprojectEndDate	ActualCost	PlannedCost	SubprojectDepth	DueDate
AbsEntry	Owner	SubprojectName	StartDate	FinishedPercent	ParentID	ProjectID	Order	SubprojectType	SubprojectContribution	SubprojectStatus	SubprojectEndDate	ActualCost	PlannedCost	SubprojectDepth	DueDate
