DocEntry	DocNum	DocType	HandWritten	Printed	DocDate	DocDueDate	CardCode	CardName	Address	NumAtCard	DocCurrency	DocRate	DocTotal	Reference1	Reference2	Comments	JournalMemo	PaymentGroupCode	DocTime	SalesPersonCode	TransportationCode	Confirmed	ImportFileNum	SummeryType	ContactPersonCode	ShowSCN	Series	TaxDate	PartialSupply	DocObjectCode	ShipToCode	Indicator	FederalTaxID	DiscountPercent	PaymentReference	DocTotalFc	Form1099	Box1099	RevisionPo	RequriedDate	CancelDate	BlockDunning	Pick	PaymentMethod	PaymentBlock	PaymentBlockEntry	CentralBankIndicator	MaximumCashDiscount	Project	ExemptionValidityDateFrom	ExemptionValidityDateTo	WareHouseUpdateType	Rounding	ExternalCorrectedDocNum	InternalCorrectedDocNum	DeferredTax	TaxExemptionLetterNum	AgentCode	NumberOfInstallments	ApplyTaxOnFirstInstallment	VatDate	DocumentsOwner	FolioPrefixString	FolioNumber	DocumentSubType	BPChannelCode	BPChannelContact	Address2	PayToCode	ManualNumber	UseShpdGoodsAct	IsPayToBank	PayToBankCountry	PayToBankCode	PayToBankAccountNo	PayToBankBranch	BPL_IDAssignedToInvoice	DownPayment	ReserveInvoice	LanguageCode	TrackingNumber	PickRemark	ClosingDate	SequenceCode	SequenceSerial	SeriesString	SubSeriesString	SequenceModel	UseCorrectionVATGroup	DownPaymentAmount	DownPaymentPercentage	DownPaymentType	DownPaymentAmountSC	DownPaymentAmountFC	VatPercent	ServiceGrossProfitPercent	OpeningRemarks	ClosingRemarks	RoundingDiffAmount	ControlAccount	InsuranceOperation347	ArchiveNonremovableSalesQuotation
DocEntry	DocNum	DocType	Handwrtten	Printed	DocDate	DocDueDate	CardCode	CardName	Address	NumAtCard	DocCur	DocRate	DocTotal	Ref1	Ref2	Comments	JrnlMemo	GroupNum	DocTime	SlpCode	TrnspCode	Confirmed	ImportEnt	SummryType	CntctCode	ShowSCN	Series	TaxDate	PartSupply	ObjType	ShipToCode	Indicator	LicTradNum	DiscPrcnt	PaymentRef	CreateDate	UpdateDate	FinncPriod	TransId	VatSum	VatSumSy	VatSumFC	NetProc	DocTotalFC	DocTotalSy	Form1099	Box1099	RevisionPo	ReqDate	CancelDate	BlockDunn	submitted	Segment	PickStatus	Pick	PeyMethod	PayBlock	PayBlckRef	CntrlBnk	MaxDscn	Reserve	Project	FromDate	ToDate	UpdInvnt	Rounding	CorrExt	CorrInv	NCorrInv	DeferrTax	LetterNum	WTApplied	WTAppliedF	BoeReserev	AgentCode	WTAppliedS	EquVatSum	EquVatSumF	EquVatSumS	Installmnt	VATFirst	NnSbAmnt	NnSbAmntSC	NbSbAmntFC	ExepAmnt	ExepAmntSC	ExepAmntFC	BaseAmnt	BaseAmntSC	BaseAmntFC	WTSum	WTSumSC	WTSumFC	VatDate	OwnerCode	FolioPref	FolioNum	DocSubType	BPChCode	BPChCntc	Address2	DocStatus
