ParentKey	LineNum	DocEntry	LandedCostCode	AllocationBy	Amount	AmountFC	Factor	CostType	IncludeForCustoms
LandedCostNumber	LineNum	DocEntry	LandedCostCode	AllocationBy	Amount	AmountFC	Factor	CostType	IncludeForCustoms
