ParentKey	LineNum	DocEntry	LineNumber	BaseDocumentType	BaseEntry	Number	ItemDescription	Quantity	BaseDocumentPrice	Rate	ProjectedCustoms	ProjectedCustomsFC	Expenditure	ExpenditureFC	WarehousePrice	WarehousePriceFC	LineTotal	LineTotalFC	Volume	VolumeUoM	Weight1	Weight1UnitCode	Weight2	Weight2UnitCode	VendorCode	Reference	FactorWithoutCustoms	FactorWithCustoms	InventoryUoM	BlockNumber	ImportLog	OriginalWarehouse	Warehouse	ReleaseNumber	VariantCosts	FixCosts	VariantCostsFC	FixCostsFC	Customs	CustomsFC	BaseDocumentValueLineTotal	BaseDocumentValueLineTotalFC	AllocatedUnitCostsLineTotal	AllocatedUnitCostsLineTotalFC	CustomsValue	CustomsValueFC	TotalCosts	TotalCostsFC	TotalVolume	BaseLine	TotalLineProjectedCustoms	AllocatedCostsLineTotal	FOBandIncludedCosts	FOBandIncludedCostsFC	Project	DistributionRule	DistributionRule2	DistributionRule3	DistributionRule4	DistributionRule5	PriceList	AutomaticExpenditure	InventoryValuation	OriginLine	Currency
LandedCostNumber	LineNum	DocEntry	LineNumber	BaseDocumentType	BaseEntry	Number	ItemDescription	Quantity	BaseDocumentPrice	Rate	ProjectedCustoms	ProjectedCustomsFC	Expenditure	ExpenditureFC	WarehousePrice	WarehousePriceFC	LineTotal	LineTotalFC	Volume	VolumeUoM	Weight1	Weight1UnitCode	Weight2	Weight2UnitCode	VendorCode	Reference	FactorWithoutCustoms	FactorWithCustoms	InventoryUoM	BlockNumber	ImportLog	OriginalWarehouse	Warehouse	ReleaseNumber	VariantCosts	FixCosts	VariantCostsFC	FixCostsFC	Customs	CustomsFC	BaseDocumentValueLineTotal	BaseDocumentValueLineTotalFC	AllocatedUnitCostsLineTotal	AllocatedUnitCostsLineTotalFC	CustomsValue	CustomsValueFC	TotalCosts	TotalCostsFC	TotalVolume	BaseLine	TotalLineProjectedCustoms	AllocatedCostsLineTotal	FOBandIncludedCosts	FOBandIncludedCostsFC	Project	DistributionRule	DistributionRule2	DistributionRule3	DistributionRule4	DistributionRule5	PriceList	AutomaticExpenditure	InventoryValuation	OriginLine	Currency
