LandedCostNumber	DocEntry	PostingDate	DueDate	VendorCode	VendorName	Broker	BrokerName	ClosedDocument	FileNumber	Remarks	Reference	DocumentCurrency	DocumentRate	ProjectedCustoms	ActualCustoms	ActualCustomsFC	Tax1	Tax2	BeforeTax	Total	TotalFreightCharges	ProjectedCustomsFC	Tax1FC	Tax2FC	BeforeTaxFC	TotalFC	TotalFreightChargesFC	Series	CustomsAffectsInventory	AmountToBalance	AmountToBalanceFC	BillofLadingNumber	TransportType	TransactionNumber	JournalRemarks
LandedCostNumber	DocEntry	PostingDate	DueDate	VendorCode	VendorName	Broker	BrokerName	ClosedDocument	FileNumber	Remarks	Reference	DocumentCurrency	DocumentRate	ProjectedCustoms	ActualCustoms	ActualCustomsFC	Tax1	Tax2	BeforeTax	Total	TotalFreightCharges	ProjectedCustomsFC	Tax1FC	Tax2FC	BeforeTaxFC	TotalFC	TotalFreightChargesFC	Series	CustomsAffectsInventory	AmountToBalance	AmountToBalanceFC	BillofLadingNumber	TransportType	TransactionNumber	JournalRemarks
