ParentKey	LineNum	LineNumber	GroupCode	ExpenseCode	LineTotal	TaxLiable	VatGroup	TaxPercent	TaxSum	DeductibleTaxSum	TaxCode	TaxType	EqualizationTaxPercent	EqualizationTaxSum	WTLiable	BaseGroup	DistributionRule
DocNum	LineNum	LineNum	GroupNum	ExpnsCode	LineTotal	TotalFrgn	TotalSumSy	PaidToDate	PaidFC	PaidSys	TaxStatus	VatGroup	VatPrcnt	VatSum	VatSumFrgn	VatSumSy	DedVatSum
