ParentKey	LineNum	RowDetails	RowNumber	BudgetSysTotDebit	BudgetTotCredit	BudgetSysTotCredit	BudgetTotDebit
Numerator	LineNum	LineMemo	Line_ID	DebSTotal	CredLTotal	CredSTotal	DebLTotal
