Sequence	AccountCode	Reference	DueDate	Memo	DebitAmount	CreditAmount	ExternalCode	CardCode	CardName	StatementNumber	InvoiceNumber	PaymentCreated	VisualOrder	DocNumberType	PaymentReference
Sequence	AcctCode	Ref	DueDate	Memo	DebAmount	CredAmnt	ExternCode	CardCode	CardName	StatemNo	DocNum	PaymCreat	VisOrder	DocNumType	PaymentRef
