GroupNumber	PaymentTermsGroupName	StartFrom	NumberOfAdditionalMonths	NumberOfAdditionalDays	CreditLimit	GeneralDiscount	InterestOnArrears	LoadLimit	PriceListNo	OpenReceipt	DiscountCode	DunningCode	BaselineDate	NumberOfToleranceDays
GroupNum	PymntGroup	PayDuMonth	ExtraMonth	ExtraDays	CredLimit	VolumDscnt	LatePyChrg	ObligLimit	ListNum	OpenRcpt	DiscCode	DunningCod	BslineDate	TolDays
