AbsEntry	Code	Name	Length1	Length1Unit	Length2	Length2Unit	Width1	Width1Unit	Width2	Width2Unit	Height1	Height1Unit	Height2	Height2Unit	Volume	VolumeUnit	Weight1	Weight1Unit	Weight2	Weight2Unit	InternationalSymbol
AbsEntry	Code	Name	Length1	Length1Unit	Length2	Length2Unit	Width1	Width1Unit	Width2	Width2Unit	Height1	Height1Unit	Height2	Height2Unit	Volume	VolumeUnit	Weight1	Weight1Unit	Weight2	Weight2Unit	InternationalSymbol
