ParentKey	LineNum	TaxId0	TaxId1	TaxId2	TaxId3	TaxId4	TaxId5	TaxId6	TaxId7	TaxId8	TaxId9	State	County	Incoterms	Vehicle	VehicleState	NFRef	Carrier	PackQuantity	PackDescription	Brand	ShipUnitNo	NetWeight	GrossWeight	StreetS	BlockS	BuildingS	CityS	ZipCodeS	CountyS	StateS	CountryS	StreetB	BlockB	BuildingB	CityB	ZipCodeB	CountyB	StateB	CountryB	ImportOrExport
DocNum	LineNum	TaxId0	TaxId1	TaxId2	TaxId3	TaxId4	TaxId5	TaxId6	TaxId7	TaxId8	TaxId9	State	County	Incoterms	Vehicle	VidState	NfRef	Carrier	QoP	PackDesc	Brand	NoSU	NetWeight	GrsWeight	StreetS	BlockS	BuildingS	CityS	ZipCodeS	CountyS	StateS	CountryS	StreetB	BlockB	BuildingB	CityB	ZipCodeB	CountyB	StateB	CountryB	ImpORExp
