Code	Name	LSTVATNumber	CSTNumber	ExemptionNumber	TANNumber	ServiceTaxNumber	AssesseeType	CompanyType	NatureOfBusiness	TINNumber	PANNumber	EccNumber	CERegisterNumber	CERange	CEDivision	CECommissionerate	ManufacturerCode	Jurisdiction	Street	Block	ZipCode	City	County	Country	State	BuildingFloorRoom
Code	Location	LstVatNo	CstNo	ExemptNo	TanNo	ServTaxNo	AsseType	CompType	NatOfBiz	TinNo	PanNo	EccNo	CeRegNo	CeRange	CeDivision	CeComRate	ManuCode	Jurisd	Street	Block	ZipCode	City	County	Country	State	Building
