ParentKey	LineNum	WTAmountSys	WTAmountFC	WTAmount	TaxableAmountinSys	TaxableAmountFC	TaxableAmount	Rate	WTAbsId	ExemptRate
DocNum	LineNum	WTaxSumSc	WTaxSumFc	WTaxSum	TxblSumSc	TxblSumFc	TxblSum	Rate	WTaxAbsId	Exemption
