PaymentMethodCode	Name	AssignedtoCreditCard	PaymentCode	MinimumCreditAmount	MinimumPaymentAmount	MaxQtyWithoutApproval	InstallmentPaymentsPossible
CrTypeCode	CrTypeName	CreditCard	DueTerms	MinCredit	MinToPay	MaxValid	InstalMent
