ParentKey	LineNum	FieldNo	DisplayedName	GroupBy	Visible	ShowType	SortOrder	VisualIndex
ObjectName	LineNum	FldNum	DispName	GroupBy	Visible	DispDesc	SortOrder	VisIndex
