ParentKey	LineNum	ExpenseCode	LineTotal	Remarks	DistributionMethod	TaxLiable	VatGroup	TaxPercent	TaxSum	DeductibleTaxSum	TaxCode	TaxType	EqualizationTaxPercent	EqualizationTaxSum	BaseDocEntry	BaseDocLine	BaseDocType	LastPurchasePrice	Stock	WTLiable	DistributionRule
DocNum	LineNum	ExpnsCode	LineTotal	TotalFrgn	TotalSumSy	PaidToDate	PaidFC	PaidSys	Comments	DistrbMthd	TaxStatus	VatGroup	VatPrcnt	VatSum	VatSumFrgn	VatSumSy	DedVatSum	DedVatSumF	DedVatSumS	IsAcquistn	TaxCode
