ParentKey	LineNum	WTCode	WTAmountSys	WTAmountFC	WTAmount	TaxableAmountinSys	TaxableAmountFC	TaxableAmount	AppliedWTAmountSys	AppliedWTAmountFC	AppliedWTAmount	BaseDocEntry	BaseDocLine	BaseDocType
DocNum	LineNum	WTCode	WTAmntSC	WTAmntFC	WTAmnt	Type	TxblAmntSC	TxblAmntFC	TaxbleAmnt	RoundType	Rate	Criteria	Category	BaseType
