JdtNum	ReferenceDate	Memo	Reference	Reference2	TransactionCode	ProjectCode	TaxDate	Indicator	UseAutoStorno	StornoDate	VatDate	Series	StampTax	DueDate	AutoVAT	ReportEU	Report347	LocationCode	BlockDunningLetter	AutomaticWT	Corisptivi
JDT_NUM	RefDate	Memo	Ref1	Ref2	TransCode	Project	TaxDate	Indicator	AutoStorno	StornoDate	VatDate	Series	StampTax	AutoVAT	ReportEU	Report347	Location	CreatedBy	BlockDunn	AutoWT	Corisptivi
