ParentKey	LineNum	CashFlowLineItemID	Credit	PaymentMeans	CheckNumber	AmountLC	AmountFC	JDTLineId	JDTId
JdtNum	LineNum	CFWId	Credit	PaymentMen	PaymentRef	Debit	FCDebit	JDTLineId	JDTId
