ParentKey	LineNum	Line_ID	AccountCode	Debit	Credit	FCDebit	FCCredit	FCCurrency	DueDate	ShortName	ContraAccount	LineMemo	ReferenceDate1	ReferenceDate2	Reference1	Reference2	ProjectCode	CostingCode	TaxDate	BaseSum	TaxGroup	DebitSys	CreditSys	VatDate	VatLine	SystemBaseAmount	VatAmount	SystemVatAmount	GrossValue	AdditionalReference	CostingCode2	CostingCode3	CostingCode4	TaxCode	TaxPostAccount	CostingCode5	LocationCode	ControlAccount	WTLiable	WTRow	PaymentBlock	BlockReason
JdtNum	LineNum	Line_ID	Account	Debit	Credit	FCDebit	FCCredit	FCCurrency	DueDate	ShortName	ContraAct	LineMemo	RefDate	Ref2Date	Ref1	Ref2	Project	ProfitCode	TaxDate	BaseSum	VatGroup	SYSDeb	SYSCred	VatDate	VatLine	SYSBaseSum	VatAmount	SYSVatSum	GrossValue	Ref3Line	OcrCode2	OcrCode3	OcrCode4	TaxCode	TaxPostAcc	OcrCode5	Location	Account	WTLiable	WTLine	PayBlock	PayBlckRef
