ParentKey	LineNum	DueDate	CheckNumber	BankCode	Branch	AccounttNum	Details	Trnsfrable	CheckSum	Currency	CountryCode	CheckAccount	ManualCheck
DocNum	LineNum	DueDate	CheckNum	BankCode	Branch	AcctNum	Details	Trnsfrable	CheckSum	Currency	CountryCod	CheckAct	ManualChk
